订单号,日期,渠道,商品ID,商品名称,单价,数量,金额,用户ID,收货省份,订单状态
DD202402909,2024-07-27,微信小程序,P020,格力 电风扇 ,¥199,3.0,597.0,U0147,福建,已完成
DD202400885,2024/1/12,天猫,P013,戴尔 U2723QE 显示器,"3,499",0.0,,U0106,宁夏,已完成
DD202401255,2024-07-04,抖音,P041,蒙牛 纯牛奶24盒,69.9,5.0,349.5,U0059,贵州,已发货
DD202400723,2024-12-02,京东,P043,星巴克 咖啡豆 ,128,2.0,256.0,U0147,湖北,已完成
DD202402390,2024-11-23,微信小程序,P047,全棉时代 浴巾,,,,U0055,福建,已完成
DD202402113,2024-09-11,抖音,P034,雅诗兰黛小棕瓶,¥950,5.0,4750.0,U0109,广西,已完成
DD202401592,2024-11-07,微信小程序,P028,李宁 跑步鞋,399,1.0,,U0159,海南,已完成
DD202401538,2024-09-16,拼多多,P025,海尔冰箱 501l,3999,4.0,15996.0,U0047,山西,已取消
DD202401884,2024-10-21,天猫,P041,蒙牛 纯牛奶24盒,¥69.9,3.0,209.70000000000002,U0078,江苏,已发货
DD202402318,2024/1/3,拼多多,P002,iPhone15Pro256G,"8,999",3.0,26997.0,U0076,吉林,已完成
DD202402655,2024-11-05,抖音,P002,iPhone15Pro256G,8999,,,U0052,山东,待发货
DD202402511,2024-02-01,京东,P034,雅诗兰黛 小棕瓶,950,3.0,2850.0,U0160,吉林,已发货
DD202401874,2024-05-08,京东,P011,罗技 MX Master 3S 鼠标,699,-1.0,,U0059,宁夏,已退款
DD202402583,2024-10-01,天猫,P019,海尔 10kg 滚筒洗衣机,1899,2.0,3798.0,U0133,安徽,已发货
DD202402012,20240416,天猫,P024,戴森 V12 吸尘器,3290,3.0,9870.0,U0194,上海,已完成
DD202401770,2024/9/4,京东,P040,三只松鼠 坚果礼盒,99,5.0,495.0,U0034,福建,已取消
DD202402713,2024-05-23,微信小程序,P003,华为 mate 60 pro,¥6999,1.0,6999.0,U0179,黑龙江,已完成
DD202400695,2024/5/3,拼多多,P029,阿迪达斯 运动外套,599,1.0,,U0094,辽宁,待发货
DD202402760,2024-05-14,天猫,P048,公牛 插线板,¥49.9,3.0,149.7,U0138,重庆,已完成
DD202402359,2024-06-07,京东,P023,九阳破壁机,399,5.0,1995.0,U0102,云南,已完成
DD202400406,2024-09-12,拼多多,P018,美的 1.5匹空调,¥2799,2.0,5598.0,U0158,重庆,待发货
DD202401765,2024/8/21,抖音,P003,华为 mate 60 pro,¥6999,2.0,13998.0,U0173,江苏,已完成
DD202402916,2024/4/18,微信小程序,P024,戴森 V12 吸尘器,3290,2.0,6580.0,U0026,陕西,已完成
DD202400302,2024-06-30,微信小程序,P050,宜家 收纳箱,¥69,1.0,69.0,U0185,四川,已完成
DD202401670,2024/10/8,天猫,P048,公牛 插线板,49.9,5.0,249.5,U0159,广东,已完成
DD202402698,2024-01-06,拼多多,P017,得力 文件夹,15.9,4.0,63.6,U0139,重庆,已发货
DD202403000,2024-10-06,天猫,P044,良品铺子零食大礼包,139,3.0,417.0,U0136,广西,已完成
DD202400469,2024-04-25,拼多多,P030,南极人 棉袜5双装,29.9,2.0,59.8,U0127,四川,已完成
DD202400534,2024-02-03,天猫,P005,荣耀 Magic6,¥3999,5.0,19995.0,U0079,福建,已发货
DD202400948,2024-03-08,京东,P030,南极人 棉袜5双装,29.9,4.0,119.6,U0099,内蒙古,待发货
DD202400128,2024-01-07,拼多多,P046,网易严选保温杯,,1.0,,U0022,河北,已完成
DD202402741,2024-06-01,拼多多,,戴尔 U2723QE 显示器,"3,499",-2.0,-6998.0,U0088,四川,已退款
DD202401717,2024-09-14,拼多多,P025,海尔冰箱 501L,¥3999,3.0,11997.0,U0091,海南,已完成
DD202402822,2024-12-12,微信小程序,P037,海飞丝 洗发水,59.9,4.0,239.6,U0164,北京,已完成
DD202402519,2024-09-10,天猫,P035,欧莱雅 洗面奶,¥129,1.0,129.0,U0075,内蒙古,已完成
DD202400608,2024-01-31,天猫,P031,波司登 羽绒服,1299,1.0,1299.0,U0063,宁夏,已取消
DD202402841,2024/10/1,拼多多,P014,联想小新 Pro16 笔记本,¥5799,4.0,23196.0,U0197,甘肃,已完成
DD202400314,2024-02-20,天猫,P046,网易严选 保温杯,99,3.0,297.0,U0084,青海,已完成
DD202401961,2024/3/27,拼多多,P028,李宁跑步鞋,399,5.0,1995.0,U0052,内蒙古,已取消
DD202400164,2024-04-15,抖音,P019,海尔 10kg 滚筒洗衣机,¥1899,5.0,9495.0,U0074,上海,已完成
DD202402777,2024-03-04,京东,P029,阿迪达斯 运动外套,599,1.0,599.0,U0085,贵州,已取消
DD202401212,2024-05-07,天猫,P044,良品铺子零食大礼包,139,4.0,556.0,U0112,湖南,已取消
DD202401989,2024/4/24,天猫,P016,得力 a4 打印纸,29.9,1.0,29.9,U0149,青海,已完成
DD202400647,2024-11-17,天猫,P028,李宁 跑步鞋,399,-3.0,-1197.0,U0022,江西,已退款
DD202402207,2024-01-17,天猫,P022,苏泊尔电饭煲,299,1.0,299.0,U0118,吉林,已发货
DD202400909,2024-10-26,天猫,P050,宜家 收纳箱,69,1.0,69.0,U0188,湖南,待发货
DD202401086,2024-07-20,拼多多,P040,三只松鼠 坚果礼盒,99,2.0,198.0,U0149,海南,待发货
DD202402354,2024-07-20,天猫,P041,蒙牛 纯牛奶24盒,69.9,5.0,349.5,U0021,新疆,已完成
DD202401793,2024-08-30,微信小程序,P047,全棉时代 浴巾,¥79,2.0,158.0,U0156,天津,已完成
DD202401529,2024-06-06,拼多多,P008,索尼 WH-1000XM5 耳机,,1.0,,U0186,北京,已完成
DD202400785,2024-04-09,天猫,P038,全棉时代 洗脸巾,49.9,3.0,149.7,U0008,海南,待发货
DD202402033,2024-06-16,京东,P003,华为 Mate 60 Pro,6999,5.0,34995.0,U0007,青海,已完成
DD202401614,2024/11/12,微信小程序,P005,荣耀 Magic6,3999,-1.0,-3999.0,,河北,已退款
DD202402358,2024/8/17,天猫,P042,农夫山泉 矿泉水,36,3.0,108.0,U0115,湖南,已取消
DD202400704,2024-02-16,拼多多,P036,云南白药 牙膏,¥39.9,1.0,39.9,U0009,湖南,已完成
DD202401447,2024-10-23,拼多多,P024,戴森 V12 吸尘器,3290,4.0,13160.0,U0194,辽宁,已完成
DD202400175,2024-03-15,天猫,P016,得力 A4 打印纸,29.9,1.0,29.9,U0168,湖北,待发货
DD202401194,2024-08-17,京东,P046,网易严选 保温杯 ,¥99,5.0,495.0,U0104,新疆,已完成
DD202402506,2024-06-26,天猫,P030,南极人 棉袜5双装,29.9,3.0,89.69999999999999,U0186,甘肃,已完成
DD202401434,2024-09-14,天猫,P042,农夫山泉 矿泉水,36,2.0,72.0,U0051,天津,待发货
DD202401634,2024/6/15,抖音,P050,宜家 收纳箱,¥69,1.0,69.0,,重庆,已发货
DD202401652,2024-11-24,天猫,P025,海尔冰箱 501L,3999,3.0,11997.0,U0034,内蒙古,已完成
DD202401970,2024-11-23,天猫,P050,宜家 收纳箱,¥69,5.0,345.0,U0099,福建,已完成
DD202400418,2024-05-17,京东,P034,雅诗兰黛 小棕瓶,950,3.0,2850.0,U0163,海南,已取消
DD202402956,2024-11-11,天猫,P025,海尔冰箱501L,"3,999",2.0,7998.0,,陕西,已完成
DD202401253,2024-10-11,京东,P021,米家扫地机器人,,4.0,,U0199,山西,已完成
DD202400025,2024-06-21,拼多多,P008,索尼 wh-1000xm5 耳机,"2,399",3.0,7197.0,U0056,山东,已完成
DD202402552,2024-12-10,天猫,P036,云南白药 牙膏,39.9,-2.0,-79.8,U0018,四川,已退款
DD202400726,2024/8/16,天猫,P028,李宁 跑步鞋,399,-2.0,-798.0,U0169,吉林,已退款
DD202402581,2024-09-27,抖音,P027,优衣库 圆领T恤 ,79,2.0,158.0,,北京,已发货
DD202401967,2024/8/9,拼多多,P020,格力 电风扇,199,3.0,597.0,U0127,浙江,已取消
DD202402198,2024-09-24,天猫,P006,Redmi K70,2499,1.0,2499.0,U0156,山东,已完成
DD202401494,2024-01-05,拼多多,P043,星巴克 咖啡豆,128,4.0,256.0,U0094,辽宁,已发货
DD202402182,2024-12-10,京东,P008,索尼 wh-1000xm5 耳机,¥2399,1.0,2399.0,U0082,山西,已完成
DD202401820,2024/9/13,天猫,P042,农夫山泉 矿泉水,36,3.0,108.0,U0068,黑龙江,已完成
DD202402107,2024-01-01,天猫,P010,小米 充电宝20000mAh,129,5.0,645.0,U0100,河北,已发货
DD202400046,2024-11-01,天猫,P001,iphone 15 128g,5999,3.0,17997.0,U0089,江西,已完成
DD202400875,20240426,拼多多,P030,南极人棉袜5双装,29.9,2.0,59.8,U0141,浙江,已完成
DD202400182,2024-11-28,天猫,P048,公牛插线板,,1.0,,U0028,广东,已完成
DD202401036,2024/5/10,拼多多,P014,联想小新Pro16笔记本,¥5799,1.0,5799.0,U0079,四川,已发货
DD202402565,2024-01-28,抖音,P001,iPhone 15 128G ,"5,999",4.0,23996.0,U0111,湖北,已完成
DD202401767,2024-02-01,抖音,,星巴克咖啡豆,128,0.0,,U0101,吉林,已完成
DD202400508,2024/10/25,微信小程序,P025,海尔冰箱 501L,"3,999",4.0,15996.0,U0111,宁夏,已完成
DD202400670,2024-09-27,天猫,P013,戴尔 U2723QE 显示器,3499,4.0,13996.0,U0182,湖南,已完成
DD202402273,2024/6/10,京东,P023,九阳破壁机,399,-2.0,-798.0,U0008,云南,已退款
DD202401300,2024-04-12,京东,P035,欧莱雅 洗面奶,129,1.0,129.0,U0165,河南,已完成
DD202401517,20240912,拼多多,P026,小米电视 65寸,¥2999,1.0,2999.0,U0197,江苏,已发货
DD202402905,2024-10-15,天猫,P016,得力 A4 打印纸,29.9,2.0,59.8,U0145,湖北,已完成
DD202400879,2024-01-09,拼多多,P001,iphone 15 128g,¥5999,1.0,5999.0,U0188,山西,已完成
DD202400924,2024/3/5,拼多多,P036,云南白药牙膏,39.9,2.0,79.8,U0160,福建,已完成
DD202400758,2024-03-14,京东,P050,宜家 收纳箱 ,¥69,1.0,69.0,U0062,陕西,已完成
DD202402124,2024-04-10,京东,P041,蒙牛纯牛奶24盒,69.9,1.0,69.9,U0177,湖北,已完成
DD202401658,2024/5/7,天猫,P025,海尔冰箱 501L,3999,4.0,15996.0,U0118,重庆,已完成
DD202400120,2024-09-13,天猫,P037,海飞丝 洗发水 ,59.9,0.0,,U0121,广东,已取消
DD202400210,2024-09-27,京东,P040,三只松鼠 坚果礼盒,99,3.0,297.0,U0060,上海,已完成
DD202400891,2024-07-08,抖音,P009,小米手环8,249,2.0,498.0,U0013,陕西,已取消
DD202400162,2024/6/20,京东,P002,iphone 15 pro 256g,8999,1.0,8999.0,U0141,广东,已完成
DD202400780,2024-08-18,天猫,P049,苏泊尔 炒锅,¥159,2.0,318.0,U0082,云南,已完成
DD202402366,2024-07-29,天猫,P029,阿迪达斯 运动外套 ,599,2.0,1198.0,U0120,山东,待发货
DD202401882,2024-03-07,微信小程序,P038,全棉时代 洗脸巾,49.9,5.0,249.5,U0064,青海,已完成
DD202401136,,天猫,P024,戴森 v12 吸尘器,"3,290",1.0,3290.0,U0145,辽宁,已完成
DD202402974,2024-02-23,抖音,P026,小米电视65寸,2999,4.0,11996.0,U0136,江西,已完成
DD202401808,2024-04-14,天猫,P038,全棉时代 洗脸巾,¥49.9,1.0,49.9,U0040,海南,已完成
DD202401241,2024-10-25,天猫,P009,小米手环8,249,3.0,747.0,U0095,北京,已完成
DD202401442,2024-07-18,拼多多,P041,蒙牛 纯牛奶24盒,69.9,0.0,,U0136,山东,已完成
DD202400122,2024-07-15,天猫,P023,九阳破壁机,¥399,5.0,1995.0,U0022,广东,已完成
DD202402331,2024-11-12,天猫,P046,网易严选 保温杯,99,1.0,99.0,U0125,青海,已完成
DD202400582,2024-06-04,拼多多,P041,蒙牛 纯牛奶24盒 ,69.9,1.0,69.9,U0023,湖北,已完成
DD202402369,2024-01-12,天猫,P035,欧莱雅 洗面奶,129,2.0,258.0,U0132,河北,已取消
DD202401380,2024-03-03,天猫,P029,阿迪达斯 运动外套,599,5.0,2995.0,U0152,浙江,已完成
DD202401245,2024-09-27,京东,P041,蒙牛 纯牛奶24盒,¥69.9,3.0,209.70000000000002,U0071,上海,待发货
DD202401161,2024-02-06,抖音,P042,农夫山泉 矿泉水,36,1.0,36.0,U0198,陕西,已取消
DD202402530,2024-02-22,拼多多,P008,索尼 wh-1000xm5 耳机,2399,4.0,4798.0,U0051,河南,已完成
DD202400100,2024-10-30,抖音,P044,良品铺子 零食大礼包,139,2.0,278.0,U0088,青海,已完成
DD202402609,2024-06-10,天猫,P029,阿迪达斯 运动外套,599,2.0,,U0130,河北,已取消
DD202402776,2024-05-22,京东,P018,美的1.5匹空调,2799,1.0,2799.0,U0057,河南,待发货
DD202401049,2024-05-09,京东,P010,小米 充电宝20000mah,129,2.0,258.0,U0197,山东,待发货
DD202400652,2024-10-29,京东,P050,宜家 收纳箱,69,4.0,276.0,U0066,湖南,已发货
DD202402121,2024-07-24,天猫,P031,波司登羽绒服,¥1299,4.0,5196.0,,贵州,已发货
DD202400462,2024-07-04,天猫,P030,南极人 棉袜5双装,29.9,4.0,119.6,U0162,湖南,已完成
DD202400574,2024-09-01,京东,P047,全棉时代 浴巾 ,¥79,3.0,237.0,U0087,海南,已完成
DD202401698,2024-10-22,京东,P009,小米手环8,249,4.0,996.0,U0064,广西,已完成
DD202402647,2024-08-09,微信小程序,P028,李宁 跑步鞋,399,5.0,1995.0,U0010,山西,已完成
DD202402993,20240620,天猫,P050,宜家 收纳箱,69,2.0,138.0,U0144,吉林,已完成
DD202402761,2024-02-14,天猫,P036,云南白药 牙膏,39.9,0.0,,U0149,青海,已完成
DD202400219,2024/4/9,抖音,P024,戴森 V12 吸尘器,3290,1.0,3290.0,U0144,新疆,已完成
DD202400318,2024/11/23,京东,P019,海尔10kg滚筒洗衣机,¥1899,3.0,5697.0,U0127,云南,已完成
DD202401897,2024-11-10,京东,P043,星巴克咖啡豆,128,1.0,128.0,U0014,海南,已完成
DD202400798,2024-11-30,京东,P038,全棉时代 洗脸巾,49.9,4.0,199.6,U0145,北京,已完成
DD202400529,2024-03-25,拼多多,P002,iphone 15 pro 256g,8999,5.0,44995.0,U0143,云南,已完成
DD202401208,2024-05-04,天猫,P027,优衣库 圆领T恤 ,¥79,2.0,158.0,U0145,新疆,已完成
DD202401813,2024-08-26,微信小程序,P031,波司登 羽绒服,1299,3.0,3897.0,U0028,陕西,已完成
DD202401235,2024-10-15,拼多多,,联想小新 Pro16 笔记本,5799,3.0,17397.0,U0086,黑龙江,已完成
DD202400039,2024-09-19,京东,P028,李宁 跑步鞋 ,¥399,5.0,1995.0,U0011,云南,已完成
DD202402852,2024-01-02,微信小程序,P044,良品铺子 零食大礼包,139,1.0,139.0,U0079,重庆,已完成
DD202400068,2024-01-23,京东,P021,米家扫地机器人,1599,-2.0,-3198.0,U0106,陕西,已退款
DD202400423,2024-07-01,天猫,P001,iPhone 15 128G,¥5999,3.0,17997.0,U0030,江西,已完成
DD202402379,2024-01-11,拼多多,,良品铺子 零食大礼包,139,2.0,278.0,U0108,贵州,已完成
DD202400258,2024-10-04,京东,P036,云南白药 牙膏,¥39.9,3.0,119.69999999999999,U0025,海南,已取消
DD202400511,2024-11-30,拼多多,P012,机械键盘87键,199,4.0,796.0,U0199,河北,待发货
DD202402052,2024-11-23,拼多多,P050,宜家 收纳箱,69,3.0,207.0,U0027,吉林,已发货
DD202402316,2024-02-08,天猫,P033,兰蔻 小黑瓶精华,760,2.0,1520.0,U0033,海南,已完成
DD202400903,2024-08-26,京东,P031,波司登 羽绒服,"1,299",1.0,1299.0,U0077,广西,已完成
DD202401373,2024-10-02,微信小程序,P001,iPhone 15 128G,¥5999,4.0,23996.0,U0066,河南,待发货
DD202402586,20240521,拼多多,P021,米家扫地机器人,1599,4.0,6396.0,U0018,湖北,已完成
DD202401630,2024-09-03,拼多多,P017,得力 文件夹 ,15.9,1.0,15.9,U0136,新疆,已发货
DD202400823,2024/5/16,抖音,P028,李宁跑步鞋,399,2.0,798.0,U0109,黑龙江,已完成
DD202401278,2024-11-02,天猫,P009,小米手环8,249,-2.0,-498.0,U0068,安徽,已退款
DD202402904,2024-07-15,京东,P041,蒙牛 纯牛奶24盒,69.9,5.0,349.5,,福建,已完成
DD202401655,2024-08-10,拼多多,P009,小米手环8,,,,U0127,黑龙江,待发货
DD202402828,2024/12/22,京东,P015,华为平板 matepad 11,,2.0,,U0096,重庆,待发货
DD202402018,2024-08-09,京东,P046,网易严选保温杯,,1.0,,U0055,河北,已完成
DD202402922,2024-07-01,微信小程序,P006,redmi k70,,-1.0,,U0043,甘肃,已退款
DD202402176,2024-10-01,京东,P026,小米电视 65寸,¥2999,4.0,11996.0,U0121,辽宁,已完成
DD202401641,2024-06-22,天猫,P015,华为平板 MatePad 11 ,¥2199,5.0,10995.0,U0197,河北,已完成
DD202400311,2024-10-13,天猫,P047,全棉时代 浴巾,79,2.0,158.0,U0128,海南,已完成
DD202400882,2024-12-21,拼多多,P028,李宁 跑步鞋 ,,1.0,,U0123,新疆,已完成
DD202402851,2024-08-27,拼多多,P011,罗技 MX Master 3S 鼠标,699,2.0,1398.0,U0061,海南,已完成
DD202402218,2024-12-03,京东,P019,海尔 10kg 滚筒洗衣机,¥1899,4.0,7596.0,U0002,新疆,已完成
DD202400755,2024-05-29,京东,P003,华为 Mate 60 Pro,6999,1.0,6999.0,U0070,福建,已取消
DD202401035,2024-11-29,拼多多,P026,小米电视 65寸,,1.0,,U0062,北京,已完成
DD202402849,20241022,京东,P027,优衣库 圆领T恤,¥79,5.0,395.0,U0007,陕西,已发货
DD202401415,2024-06-07,天猫,P027,优衣库圆领T恤,79,3.0,237.0,U0138,内蒙古,已完成
DD202401792,2024-08-08,天猫,P014,联想小新 Pro16 笔记本,5799,3.0,17397.0,U0163,江西,已取消
DD202402702,2024-06-02,天猫,P009,小米手环8,249,5.0,1245.0,U0109,浙江,已完成
DD202401130,2024-03-09,京东,P010,小米 充电宝20000mah,,3.0,,U0018,河南,已完成
DD202402178,2024-06-05,抖音,P028,李宁 跑步鞋,¥399,2.0,798.0,U0174,河南,已完成
DD202400085,2024-06-29,拼多多,P006,Redmi K70,2499,1.0,2499.0,U0186,四川,已完成
DD202400075,2024-10-05,天猫,P007,AirPodsPro2,1899,5.0,9495.0,U0090,安徽,已完成
DD202401482,2024-07-28,拼多多,P038,全棉时代 洗脸巾,49.9,5.0,249.5,U0008,江苏,已发货
DD202400048,2024-10-06,拼多多,P007,airpods pro 2,1899,4.0,7596.0,U0058,河南,已完成
DD202401148,2024-11-22,天猫,P047,全棉时代浴巾,79,1.0,79.0,U0033,北京,已完成
DD202402015,2024-11-09,拼多多,P040,三只松鼠 坚果礼盒,¥99,3.0,297.0,U0042,青海,已完成
DD202402449,2024-11-27,京东,P010,小米 充电宝20000mAh,129,,,U0062,福建,已发货
DD202400229,2024-01-24,抖音,P026,小米电视 65寸 ,2999,3.0,8997.0,U0190,浙江,已发货
DD202401302,2024-07-22,抖音,P040,三只松鼠 坚果礼盒,99,2.0,198.0,U0133,福建,已发货
DD202402590,20241112,天猫,P043,星巴克 咖啡豆,¥128,4.0,512.0,U0101,安徽,已发货
DD202402743,2024/4/17,天猫,P023,九阳破壁机,399,4.0,1596.0,U0098,浙江,已完成
DD202401726,2024-05-28,京东,P006,redmi k70,2499,1.0,2499.0,U0192,广东,已完成
DD202400059,2024-08-05,拼多多,P043,星巴克 咖啡豆,,-2.0,,U0112,广西,已退款
DD202400416,2024/6/3,拼多多,P006,Redmi K70 ,2499,4.0,9996.0,U0065,广东,待发货
DD202402945,20240223,微信小程序,P005,荣耀 Magic6,,1.0,,U0052,新疆,已取消
DD202400781,2024-06-15,天猫,P001,iPhone 15 128G,¥5999,3.0,17997.0,U0087,黑龙江,已取消
DD202400098,20240902,天猫,P042,农夫山泉 矿泉水,36,1.0,36.0,U0036,新疆,已完成
DD202401217,2024-09-30,抖音,P011,罗技 MX Master 3S 鼠标,699,1.0,699.0,U0029,甘肃,待发货
DD202402001,2024/9/9,京东,P034,雅诗兰黛 小棕瓶,950,5.0,4750.0,U0115,重庆,已完成
DD202400019,2024-02-19,抖音,P001,iPhone15128G,5999,3.0,17997.0,U0074,吉林,已完成
DD202402203,20240130,天猫,P006,Redmi K70,2499,2.0,4998.0,U0186,吉林,已完成
DD202400900,2024-05-24,京东,P010,小米 充电宝20000mah,129,-1.0,-129.0,U0082,广东,已退款
DD202400779,2024/4/8,京东,P042,农夫山泉 矿泉水,36,5.0,180.0,U0096,陕西,已完成
DD202401609,2024-01-31,京东,P040,三只松鼠 坚果礼盒,99,1.0,99.0,U0161,吉林,已完成
DD202401887,2024-02-21,天猫,P018,美的1.5匹空调,"2,799",2.0,5598.0,U0169,安徽,已完成
DD202401283,2024-11-21,京东,P038,全棉时代 洗脸巾 ,49.9,-3.0,-149.7,U0171,河南,已退款
DD202402014,20240116,天猫,P040,三只松鼠 坚果礼盒,99,1.0,99.0,U0129,广西,待发货
DD202401651,2024-02-03,天猫,P035,欧莱雅 洗面奶 ,¥129,-1.0,-129.0,U0180,江苏,已退款
DD202401963,2024-04-28,京东,P010,小米 充电宝20000mah,129,5.0,645.0,U0025,安徽,待发货
DD202400585,2024-09-25,抖音,P006,Redmi K70,2499,2.0,4998.0,U0067,上海,已完成
DD202401155,2024-05-25,京东,P036,云南白药 牙膏,39.9,4.0,159.6,U0103,云南,已完成
DD202402889,2024-10-15,京东,P046,网易严选 保温杯,99,4.0,396.0,U0182,湖南,待发货
DD202402547,2024-07-14,天猫,P035,欧莱雅 洗面奶,129,2.0,258.0,U0058,黑龙江,已完成
DD202402099,2024-01-21,天猫,P015,华为平板 MatePad 11 ,2199,3.0,6597.0,U0179,湖南,已发货
DD202402139,2024-08-29,京东,P049,苏泊尔 炒锅,159,3.0,477.0,U0115,河南,已完成
DD202401043,2024-03-21,天猫,P001,iPhone 15 128G,¥5999,-3.0,-17997.0,U0073,江苏,已退款
DD202401645,2024/6/4,京东,P025,海尔冰箱 501L,3999,5.0,19995.0,U0018,浙江,已发货
DD202400520,20240810,抖音,P024,戴森 V12 吸尘器,3290,3.0,9870.0,U0177,江苏,已完成
DD202402588,20240615,抖音,P043,星巴克 咖啡豆,128,1.0,128.0,U0110,江苏,待发货
DD202400265,2024-05-04,京东,P041,蒙牛 纯牛奶24盒,69.9,-1.0,-69.9,U0158,河北,已退款
DD202400117,,京东,P003,华为 Mate 60 Pro,6999,2.0,13998.0,U0108,新疆,已完成
DD202401271,2024-11-01,拼多多,P010,小米 充电宝20000mAh ,129,5.0,645.0,,山东,已完成
DD202401360,2024-09-08,京东,P007,AirPods Pro 2,¥1899,1.0,1899.0,U0116,福建,已完成
DD202400803,2024-02-28,天猫,P003,华为 Mate 60 Pro,¥6999,2.0,13998.0,U0018,宁夏,已完成
DD202401929,2024/10/23,京东,P010,小米 充电宝20000mah,129,3.0,387.0,U0125,山西,已完成
DD202401010,2024-03-06,抖音,P040,三只松鼠 坚果礼盒,99,5.0,495.0,U0166,河南,已发货
DD202400622,2024-08-19,微信小程序,P024,戴森V12吸尘器,¥3290,1.0,3290.0,U0125,海南,已完成
DD202402541,2024-12-19,拼多多,P016,得力 A4 打印纸,29.9,3.0,89.69999999999999,U0007,黑龙江,已发货
DD202400450,2024/10/24,京东,P049,苏泊尔 炒锅,¥159,5.0,795.0,,江西,已取消
DD202400030,2024-04-09,天猫,P048,公牛 插线板,49.9,4.0,199.6,U0173,湖北,已完成
DD202402333,2024-07-08,天猫,P033,兰蔻 小黑瓶精华 ,760,5.0,3800.0,U0164,吉林,已发货
DD202402998,2024-11-29,天猫,P010,小米 充电宝20000mAh,129,4.0,516.0,U0077,天津,已发货
DD202401627,2024-03-24,天猫,P001,iPhone15128G,¥5999,4.0,23996.0,U0066,陕西,已完成
DD202402062,2024-10-04,天猫,,蒙牛 纯牛奶24盒,69.9,3.0,209.70000000000002,U0017,广西,已完成
DD202400070,2024-03-25,天猫,P027,优衣库 圆领T恤 ,,1.0,,U0057,新疆,已完成
DD202401878,2024/12/18,天猫,P024,戴森 v12 吸尘器,¥3290,-2.0,-6580.0,U0144,广西,已退款
DD202402708,2024-01-02,天猫,P015,华为平板 matepad 11,2199,5.0,10995.0,U0094,福建,已完成
